year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,72342.30642737215,45728.9297604318,51,32,4964018460.935212,281926160.8568164,22192251.640579045,1775380131.2463233,3981916250.1897445,5757296381.436069,10721314842.37128
2030,72342.30642737215,37718.26007974358,51,24,4050779976.962167,302095218.23833054,15960413.704399023,1276833096.351922,2878859829.252664,4155692925.604586,8206472902.566753
2040,72342.30642737215,19918.31790486415,51,17,1490497328.844508,360668552.7050291,20646525.893026866,1651722071.4421492,3652895403.0667343,5304617474.508883,6795114803.353392
2050,72342.30642737215,11663.315620107276,51,12,543903370.0353272,384721966.05784625,21678567.132682454,1734285370.6145961,3821806770.491729,5556092141.106325,6099995511.141652
