,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,90479241.09102373,0.0,5061240267.816022,8348877570.382476,4221015235.6215477,12569892806.004025,0.0,286687183.7426214,18008299498.65369
