,Objective Value (Billion Euro),Generators Built,Potential Generators,Total Generator Capacity (MW),Transmission Lines Expanded,Potential Transmission Lines,Total Transmission Capacity (MW),Batteries Built,Potential Batteries,Total Battery Energy Capacity (MWh),Total Battery Power Capacity (MW),Total Load Shedding (MWh),Total Curtailment (MWh)
0,15.477679364745054,11.0,11.0,2541.4038546077322,0.0,1.0,0.0,1,2,230486.7055923196,115243.3527961598,0.0,2866871.837426214
