lower_bound,upper_bound,count,percent_of_interval
-0.001,0.1,28340,99.96120066311593
0.1,0.2,0,0.0
0.2,0.3,0,0.0
0.3,0.4,0,0.0
0.4,0.5,0,0.0
0.5,0.6,0,0.0
0.6,0.7,0,0.0
0.7,0.8,11,0.03879933688406052
0.8,0.9,0,0.0
0.9,1.0,0,0.0
