lower_bound,upper_bound,count,percent_of_interval
0.999,1.1,0,0.0
1.1,1.2,0,0.0
1.2,1.3,0,0.0
1.3,1.4,0,0.0
1.4,1.5,0,0.0
1.5,1.6,0,0.0
1.6,1.7,0,0.0
1.7,1.8,20,36.36363636363637
1.8,1.9,35,63.63636363636363
1.9,2.0,0,0.0
