,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,86.018,642,92.1090387374462,1.2407235621521335
98,2399.049,2422.895,22,3.1563845050215207,0.04251700680272109
97,2375.203,2399.049,12,1.721664275466284,0.02319109461966605
99,2422.895,2446.74,8,1.1477761836441895,0.015460729746444033
96,2351.358,2375.203,7,1.0043041606886656,0.013528138528138528
95,2327.512,2351.358,5,0.7173601147776184,0.00966295609152752
94,2303.666,2327.512,1,0.1434720229555237,0.001932591218305504
4,157.555,181.401,0,0.0,0.0
63,1564.45,1588.296,0,0.0,0.0
72,1779.061,1802.907,0,0.0,0.0
