year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,25,0.3382034632034632
2030,NT,7392,50,0.6764069264069263
2040,DE,7392,93,1.2581168831168832
2040,GA,7392,203,2.746212121212121
2040,NT,7392,110,1.488095238095238
2050,DE,7392,64,0.8658008658008658
2050,GA,7392,237,3.206168831168831
