2025,2035,2045
0.0,32399.513438172256,31376.047737984994
0.0,0.0,0.0
0.0,0.0,0.0
41308.527694473116,53651.72533880973,0.0
0.0,0.0,0.0
23363.158546077335,23363.158546077335,23363.158546077335
4247.012916227501,8290.0,8290.0
0.0,0.0,0.0
7463.326383073745,10427.281350636862,0.0
0.0,0.0,0.0
2050.88,2050.88,2050.88
