lower_bound,upper_bound,count,percent_of_high,percent_of_total
63.271,99.865,494,88.21428571428571,0.954700061842919
2514.983,2551.576,20,3.571428571428571,0.03865182436611008
2551.576,2588.169,16,2.857142857142857,0.030921459492888066
1014.683,1051.275,8,1.4285714285714286,0.015460729746444033
2478.391,2514.983,8,1.4285714285714286,0.015460729746444033
3685.95,3722.543,5,0.8928571428571428,0.00966295609152752
3649.357,3685.95,3,0.5357142857142857,0.0057977736549165125
978.09,1014.683,3,0.5357142857142857,0.0057977736549165125
3612.764,3649.357,2,0.35714285714285715,0.003865182436611008
3539.579,3576.172,1,0.17857142857142858,0.001932591218305504
