,lower_bound,upper_bound,count,percent,count_2025,count_2030,count_2040,count_2050
0,0.0,1.0,29144,56.323438466295606,3619,4752,12875,7898
1,62.0,63.0,9107,17.600108225108222,1745,1112,3607,2643
2,61.0,62.0,4367,8.439625850340136,761,610,1784,1212
3,63.0,64.0,3597,6.951530612244898,706,375,1453,1063
4,65.0,66.0,1223,2.3635590599876313,196,169,520,338
5,64.0,65.0,1093,2.112322201607916,185,151,427,330
6,70.0,inf,899,1.7373995052566482,3,10,462,424
7,66.0,67.0,698,1.3489486703772418,96,85,308,209
8,60.0,61.0,389,0.751777983920841,40,49,200,100
9,69.0,70.0,341,0.6590136054421769,16,30,156,139
10,68.0,69.0,332,0.6416202844774274,11,20,154,147
11,57.0,58.0,188,0.36332714904143476,7,10,58,113
12,56.0,57.0,126,0.2435064935064935,4,9,56,57
13,58.0,59.0,76,0.1468769325912183,0,2,2,72
14,67.0,68.0,66,0.12755102040816327,3,6,29,28
15,16.0,17.0,25,0.0483147804576376,0,0,25,0
16,59.0,60.0,25,0.0483147804576376,0,1,14,10
17,17.0,18.0,20,0.03865182436611008,0,0,20,0
18,55.0,56.0,17,0.032854050711193565,0,1,16,0
19,18.0,19.0,10,0.01932591218305504,0,0,10,0
20,2.0,3.0,1,0.001932591218305504,0,0,0,1
21,46.0,47.0,0,0.0,0,0,0,0
22,45.0,46.0,0,0.0,0,0,0,0
23,51.0,52.0,0,0.0,0,0,0,0
24,47.0,48.0,0,0.0,0,0,0,0
25,44.0,45.0,0,0.0,0,0,0,0
26,43.0,44.0,0,0.0,0,0,0,0
27,48.0,49.0,0,0.0,0,0,0,0
28,49.0,50.0,0,0.0,0,0,0,0
29,50.0,51.0,0,0.0,0,0,0,0
30,7.0,8.0,0,0.0,0,0,0,0
31,52.0,53.0,0,0.0,0,0,0,0
32,53.0,54.0,0,0.0,0,0,0,0
33,54.0,55.0,0,0.0,0,0,0,0
34,41.0,42.0,0,0.0,0,0,0,0
35,6.0,7.0,0,0.0,0,0,0,0
36,5.0,6.0,0,0.0,0,0,0,0
37,4.0,5.0,0,0.0,0,0,0,0
38,3.0,4.0,0,0.0,0,0,0,0
39,42.0,43.0,0,0.0,0,0,0,0
40,39.0,40.0,0,0.0,0,0,0,0
41,40.0,41.0,0,0.0,0,0,0,0
42,8.0,9.0,0,0.0,0,0,0,0
43,9.0,10.0,0,0.0,0,0,0,0
44,10.0,11.0,0,0.0,0,0,0,0
45,11.0,12.0,0,0.0,0,0,0,0
46,12.0,13.0,0,0.0,0,0,0,0
47,13.0,14.0,0,0.0,0,0,0,0
48,14.0,15.0,0,0.0,0,0,0,0
49,15.0,16.0,0,0.0,0,0,0,0
50,19.0,20.0,0,0.0,0,0,0,0
51,20.0,21.0,0,0.0,0,0,0,0
52,21.0,22.0,0,0.0,0,0,0,0
53,22.0,23.0,0,0.0,0,0,0,0
54,23.0,24.0,0,0.0,0,0,0,0
55,24.0,25.0,0,0.0,0,0,0,0
56,25.0,26.0,0,0.0,0,0,0,0
57,26.0,27.0,0,0.0,0,0,0,0
58,27.0,28.0,0,0.0,0,0,0,0
59,28.0,29.0,0,0.0,0,0,0,0
60,29.0,30.0,0,0.0,0,0,0,0
61,30.0,31.0,0,0.0,0,0,0,0
62,31.0,32.0,0,0.0,0,0,0,0
63,32.0,33.0,0,0.0,0,0,0,0
64,33.0,34.0,0,0.0,0,0,0,0
65,34.0,35.0,0,0.0,0,0,0,0
66,1.0,2.0,0,0.0,0,0,0,0
67,36.0,37.0,0,0.0,0,0,0,0
68,37.0,38.0,0,0.0,0,0,0,0
69,38.0,39.0,0,0.0,0,0,0,0
70,35.0,36.0,0,0.0,0,0,0,0
