dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,1477,2.8544372294372296
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,1125,2.1741651205936923
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,1,1.3157894736842104
branch_flow_new_duals_max,89376,9869,11.042114214106695
branch_flow_new_duals_min,89376,34415,38.50586287146437
branch_flow_old_duals_max,89376,9848,11.018617973505192
branch_flow_old_duals_min,89376,34389,38.47677228786252
emissions_duals,7,0,0.0
gen_extension_duals,204,37,18.137254901960784
gen_output_new_duals,239904,145016,60.44751233826864
gen_output_old_duals,239904,145012,60.44584500466853
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51744,100.0
