year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,11,0.1488095238095238
2030,NT,7392,20,0.27056277056277056
2040,DE,7392,148,2.002164502164502
2040,GA,7392,66,0.8928571428571428
2040,NT,7392,71,0.9604978354978354
2050,DE,7392,109,1.4745670995670996
2050,GA,7392,170,2.2997835497835495
