year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,10,0.13528138528138528
2030,NT,7392,0,0.0
2040,DE,7392,95,1.2851731601731602
2040,GA,7392,38,0.5140692640692641
2040,NT,7392,127,1.718073593073593
2050,DE,7392,99,1.3392857142857142
2050,GA,7392,326,4.41017316017316
