lower_bound,upper_bound,count,percent_of_high,percent_of_total
63.271,99.865,494,88.21428571428571,0.954700061842919
99.865,136.458,0,0.0,0.0
136.458,173.051,0,0.0,0.0
173.051,209.643,0,0.0,0.0
209.643,246.236,0,0.0,0.0
246.236,282.829,0,0.0,0.0
282.829,319.421,0,0.0,0.0
319.421,356.014,0,0.0,0.0
356.014,392.607,0,0.0,0.0
392.607,429.199,0,0.0,0.0
429.199,465.792,0,0.0,0.0
465.792,502.385,0,0.0,0.0
502.385,538.978,0,0.0,0.0
538.978,575.57,0,0.0,0.0
575.57,612.163,0,0.0,0.0
612.163,648.756,0,0.0,0.0
648.756,685.348,0,0.0,0.0
685.348,721.941,0,0.0,0.0
721.941,758.534,0,0.0,0.0
758.534,795.126,0,0.0,0.0
795.126,831.719,0,0.0,0.0
831.719,868.312,0,0.0,0.0
868.312,904.905,0,0.0,0.0
904.905,941.497,0,0.0,0.0
941.497,978.09,0,0.0,0.0
978.09,1014.683,3,0.5357142857142857,0.0057977736549165125
1014.683,1051.275,8,1.4285714285714286,0.015460729746444033
1051.275,1087.868,0,0.0,0.0
1087.868,1124.461,0,0.0,0.0
1124.461,1161.053,0,0.0,0.0
1161.053,1197.646,0,0.0,0.0
1197.646,1234.239,0,0.0,0.0
1234.239,1270.832,0,0.0,0.0
1270.832,1307.424,0,0.0,0.0
1307.424,1344.017,0,0.0,0.0
1344.017,1380.61,0,0.0,0.0
1380.61,1417.202,0,0.0,0.0
1417.202,1453.795,0,0.0,0.0
1453.795,1490.388,0,0.0,0.0
1490.388,1526.98,0,0.0,0.0
1526.98,1563.573,0,0.0,0.0
1563.573,1600.166,0,0.0,0.0
1600.166,1636.759,0,0.0,0.0
1636.759,1673.351,0,0.0,0.0
1673.351,1709.944,0,0.0,0.0
1709.944,1746.537,0,0.0,0.0
1746.537,1783.129,0,0.0,0.0
1783.129,1819.722,0,0.0,0.0
1819.722,1856.315,0,0.0,0.0
1856.315,1892.907,0,0.0,0.0
1892.907,1929.5,0,0.0,0.0
1929.5,1966.093,0,0.0,0.0
1966.093,2002.686,0,0.0,0.0
2002.686,2039.278,0,0.0,0.0
2039.278,2075.871,0,0.0,0.0
2075.871,2112.464,0,0.0,0.0
2112.464,2149.056,0,0.0,0.0
2149.056,2185.649,0,0.0,0.0
2185.649,2222.242,0,0.0,0.0
2222.242,2258.835,0,0.0,0.0
2258.835,2295.427,0,0.0,0.0
2295.427,2332.02,0,0.0,0.0
2332.02,2368.613,0,0.0,0.0
2368.613,2405.205,0,0.0,0.0
2405.205,2441.798,0,0.0,0.0
2441.798,2478.391,0,0.0,0.0
2478.391,2514.983,8,1.4285714285714286,0.015460729746444033
2514.983,2551.576,20,3.571428571428571,0.03865182436611008
2551.576,2588.169,16,2.857142857142857,0.030921459492888066
2588.169,2624.762,0,0.0,0.0
2624.762,2661.354,0,0.0,0.0
2661.354,2697.947,0,0.0,0.0
2697.947,2734.54,0,0.0,0.0
2734.54,2771.132,0,0.0,0.0
2771.132,2807.725,0,0.0,0.0
2807.725,2844.318,0,0.0,0.0
2844.318,2880.91,0,0.0,0.0
2880.91,2917.503,0,0.0,0.0
2917.503,2954.096,0,0.0,0.0
2954.096,2990.689,0,0.0,0.0
2990.689,3027.281,0,0.0,0.0
3027.281,3063.874,0,0.0,0.0
3063.874,3100.467,0,0.0,0.0
3100.467,3137.059,0,0.0,0.0
3137.059,3173.652,0,0.0,0.0
3173.652,3210.245,0,0.0,0.0
3210.245,3246.837,0,0.0,0.0
3246.837,3283.43,0,0.0,0.0
3283.43,3320.023,0,0.0,0.0
3320.023,3356.616,0,0.0,0.0
3356.616,3393.208,0,0.0,0.0
3393.208,3429.801,0,0.0,0.0
3429.801,3466.394,0,0.0,0.0
3466.394,3502.986,0,0.0,0.0
3502.986,3539.579,0,0.0,0.0
3539.579,3576.172,1,0.17857142857142858,0.001932591218305504
3576.172,3612.764,0,0.0,0.0
3612.764,3649.357,2,0.35714285714285715,0.003865182436611008
3649.357,3685.95,3,0.5357142857142857,0.0057977736549165125
3685.95,3722.543,5,0.8928571428571428,0.00966295609152752
