year,num_buildout,capacity,cumulative_capacity,investment_cost,cycles_per_year
2025,4,79119.35367497348,79119.35367497348,1737375948.6659827,178.78761566245967
2030,0,0.0,79119.35367497348,0.0,196.0512681108048
2040,0,0.0,79119.35367497348,0.0,226.83249916319002
2050,0,0.0,79119.35367497348,0.0,235.5082187876052
