year,scenario,utilization_rate,congestion_rate
2025,NT,0.6432311618910221,0.5273339598997494
2030,NT,0.6784986817891199,0.5270989974937343
2040,DE,0.6834997713159842,0.5287437343358397
2040,GA,0.6793312235654829,0.5304667919799498
2040,NT,0.6825881552665445,0.5287437343358397
2050,DE,0.6827653977984698,0.5301535087719298
2050,GA,0.6780617491382321,0.53078007518797
