year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,39049826.64263378,13999688.465569837,57291531.24464239,96880651.57572314,4193287.9358126023,61108559.401308954
2030,33915199.44223,10440322.84388586,51863884.58870277,90001092.79850164,4193137.3498858903,101847599.00218157
2040,48889492.17063785,14721464.154188475,48434691.47714936,91906890.97593518,4195183.521741388,139682647.78448448
2050,59838786.65958683,18216895.82341499,50884355.04742256,96153203.25916207,4185333.8738674587,140913629.7232272
