,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,85.763,632,89.13963328631876,1.2213976499690784
1,85.763,109.354,20,2.8208744710860367,0.03865182436611008
98,2374.085,2397.676,19,2.6798307475317347,0.03671923314780458
97,2350.494,2374.085,14,1.9746121297602257,0.027056277056277056
99,2397.676,2421.267,8,1.1283497884344147,0.015460729746444033
96,2326.903,2350.494,7,0.9873060648801129,0.013528138528138528
95,2303.312,2326.903,5,0.7052186177715092,0.00966295609152752
2,109.354,132.945,2,0.2820874471086037,0.003865182436611008
94,2279.721,2303.312,2,0.2820874471086037,0.003865182436611008
5,180.127,203.718,0,0.0,0.0
