year,DE,GA,NT,Average
2025,,,42.20557845260438,42.20557845260438
2030,,,39.645922950653166,39.645922950653166
2040,41.939716751873014,39.56112748483755,41.60656674045504,41.0358036590552
2050,60.21262049875148,40.16740569002649,,50.19001309438899
