year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,74,1.001082251082251
2030,NT,7392,75,1.0146103896103895
2040,DE,7392,70,0.946969696969697
2040,GA,7392,229,3.097943722943723
2040,NT,7392,70,0.946969696969697
2050,DE,7392,96,1.2987012987012987
2050,GA,7392,262,3.5443722943722946
