year,DE,GA,NT,Average
2025,,,30.035403934267727,30.035403934267727
2030,,,21.081434729539588,21.081434729539588
2040,34.32163802670914,22.44481891693857,26.489525327514226,27.751994090387313
2050,45.77989867437997,24.25800691420422,,35.0189527942921
