year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,11,0.1488095238095238
2030,NT,7392,21,0.2840909090909091
2040,DE,7392,98,1.3257575757575757
2040,GA,7392,42,0.5681818181818182
2040,NT,7392,104,1.406926406926407
2050,DE,7392,109,1.4745670995670996
2050,GA,7392,190,2.5703463203463204
