dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,4704,33,0.701530612244898
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,4704,49,1.0416666666666665
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,4,0,0.0
branch_flow_new_duals_max,2352,168,7.142857142857142
branch_flow_new_duals_min,2352,44,1.870748299319728
branch_flow_old_duals_max,2352,1,0.04251700680272109
branch_flow_old_duals_min,2352,44,1.870748299319728
branch_new_duals_max,2352,168,7.142857142857142
branch_new_duals_min,2352,44,1.870748299319728
emissions_duals,7,0,0.0
gen_extension_duals,44,8,18.181818181818183
gen_output_new_duals,25872,17774,68.69975262832406
gen_output_old_duals,25872,17907,69.21382189239333
load_shedding_duals,4704,0,0.0
power_balance_duals,4704,4704,100.0
