lower_bound,upper_bound,count,percent_of_interval
57.999,58.1,0,0.0
58.1,58.2,0,0.0
58.2,58.3,52,28.26086956521739
58.3,58.4,0,0.0
58.4,58.5,0,0.0
58.5,58.6,0,0.0
58.6,58.7,0,0.0
58.7,58.8,0,0.0
58.8,58.9,0,0.0
58.9,59.0,132,71.73913043478261
