lower_bound,upper_bound,count,percent_of_interval
27.999,28.1,0,0.0
28.1,28.2,0,0.0
28.2,28.3,0,0.0
28.3,28.4,0,0.0
28.4,28.5,0,0.0
28.5,28.6,99,35.35714285714286
28.6,28.7,0,0.0
28.7,28.8,0,0.0
28.8,28.9,181,64.64285714285715
28.9,29.0,0,0.0
