Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,37166150801.25063,,2467.550863981247,282.41597843170166,2468.827529668808,2751.2435081005096,3790728,3478608,9231887,0,0,0,2
EV,36896960735.9476,,1090.674411058426,145.75622296333313,1091.2836825847626,1237.0399055480957,1264008,1988032,5153090,0,0,0,2
EEV,38065532380.86784,,56.30179786682129,280.2535080909729,57.55122709274292,337.8047351837158,3790728,3478608,9231887,0,0,0,2
EVPI,36980728413.37667,,947.1435034672419,171.95794359842935,948.0066746075948,1119.9646182060242,2948488.0,1988037.3333333333,5382466.0,0.0,0.0,0.0,2.0
EVPI std,1660936319.4185789,,345.4183694317313,9.281258076087926,345.3749871478077,342.47008093486414,652396.298701947,2.065591117977289,88836.94280196725,0.0,0.0,0.0,0.0
