scenario,year,dual_value
NT,2025,-31142.934876336767
NT,2030,-31014.7032540453
NT,2040,-6.973967029308142
GA,2040,-2.5100008431784175
DE,2040,-105.57163431803832
GA,2050,-3.018618304336684
DE,2050,-74.81245792263073
