year,num_buildout,capacity,investment_cost,cycles_per_year
2025,3,207635.12837073827,4559444198.842104,55.24939812126242
2030,4,230309.18222995137,497897846.7845423,22.42593287940369
2040,1,248092.4390330194,390501201.3308945,21.342288859835502
2050,3,276175.2751683358,616668890.8033867,26.110175101435505
