year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,16664.287740582993,19,5,298692099.866382
2030,95000,1393.4394823448756,19,1,18297955.552455675
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
