year,battery,value
2025,ES1 0 bat,0.0
2030,ES1 0 bat,4306.426131755196
2040,ES1 0 bat,0.0
2050,ES1 0 bat,0.0
2025,ES1 1 bat,0.0
2030,ES1 1 bat,0.0
2040,ES1 1 bat,0.0
2050,ES1 1 bat,0.0
2025,ES1 2 bat,0.0
2030,ES1 2 bat,0.0
2040,ES1 2 bat,0.0
2050,ES1 2 bat,0.0
2025,ES1 3 bat,0.0
2030,ES1 3 bat,0.0
2040,ES1 3 bat,0.0
2050,ES1 3 bat,0.0
2025,ES1 4 bat,0.0
2030,ES1 4 bat,0.0
2040,ES1 4 bat,0.0
2050,ES1 4 bat,0.0
2025,ES1 5 bat,0.0
2030,ES1 5 bat,0.0
2040,ES1 5 bat,0.0
2050,ES1 5 bat,0.0
2025,ES1 6 bat,79883.86069771259
2030,ES1 6 bat,542.6347115788561
2040,ES1 6 bat,0.0
2050,ES1 6 bat,0.0
2025,ES1 7 bat,23759.970133811323
2030,ES1 7 bat,16175.719517321695
2040,ES1 7 bat,0.0
2050,ES1 7 bat,1349.4247510488435
2025,ES1 8 bat,0.0
2030,ES1 8 bat,0.0
2040,ES1 8 bat,0.0
2050,ES1 8 bat,0.0
2025,PT1 0 bat,0.0
2030,PT1 0 bat,0.0
2040,PT1 0 bat,0.0
2050,PT1 0 bat,0.0
2025,PT1 1 bat,103994.75361376467
2030,PT1 1 bat,2481.3797309083902
2040,PT1 1 bat,6104.269600159933
2050,PT1 1 bat,15318.187746562882
