year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,8659.405908769215,19,2,150200635.70172057
2030,95000,0.0,19,0,0.0
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
