year,line,bus0,bus1,p_max,capital_cost,length,loss_factor,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
2030,97,ES1 2,ES1 8,15551.044970676408,12665.400427653944,246.3120872637049,0.0094567978826347,True,5000,0.0,0.0,10000,15551.044970676408
2040,97,ES1 2,ES1 8,15551.044970676408,12665.400427653944,246.3120872637049,0.0094567978826347,True,5000,0.0,0.0,15000,15551.044970676408
2050,97,ES1 2,ES1 8,15551.044970676408,12665.400427653944,246.3120872637049,0.0094567978826347,True,5000,0.0,0.0,20000,15551.044970676408
2025,99,ES1 3,ES1 5,12646.3957663834,22834.217216811063,444.0715266629256,0.0170494867699623,True,5000,0.0,0.0,5000,12646.3957663834
2030,99,ES1 3,ES1 5,12646.3957663834,22834.217216811063,444.0715266629256,0.0170494867699623,True,5000,0.0,0.0,10000,12646.3957663834
2040,99,ES1 3,ES1 5,12646.3957663834,22834.217216811063,444.0715266629256,0.0170494867699623,True,5000,0.0,0.0,15000,12646.3957663834
2050,99,ES1 3,ES1 5,12646.3957663834,22834.217216811063,444.0715266629256,0.0170494867699623,True,5000,0.0,0.0,20000,12646.3957663834
2025,100,ES1 3,ES1 7,11171.72770881926,26785.811825186647,520.9206970913481,0.02,True,5000,0.0,0.0,5000,11171.72770881926
2030,100,ES1 3,ES1 7,11171.72770881926,26785.811825186647,520.9206970913481,0.02,True,5000,0.0,0.0,10000,11171.72770881926
2040,100,ES1 3,ES1 7,11171.72770881926,26785.811825186647,520.9206970913481,0.02,True,5000,0.0,0.0,15000,11171.72770881926
2050,100,ES1 3,ES1 7,11171.72770881926,26785.811825186647,520.9206970913481,0.02,True,5000,0.0,0.0,20000,11171.72770881926
2025,101,ES1 3,PT1 1,6792.41044696211,23218.797046700885,451.5506949024749,0.0173366386639573,True,5000,0.0,0.0,5000,6792.41044696211
2030,101,ES1 3,PT1 1,6792.41044696211,23218.797046700885,451.5506949024749,0.0173366386639573,True,5000,0.0,0.0,10000,6792.41044696211
2040,101,ES1 3,PT1 1,6792.41044696211,23218.797046700885,451.5506949024749,0.0173366386639573,True,5000,0.0,0.0,15000,6792.41044696211
2050,101,ES1 3,PT1 1,6792.41044696211,23218.797046700885,451.5506949024749,0.0173366386639573,True,5000,0.0,0.0,20000,6792.41044696211
2025,102,ES1 4,ES1 7,12154.839747195354,16089.00438169501,312.89308805408655,0.0120130795263532,True,5000,0.0,0.0,5000,12154.839747195354
2030,102,ES1 4,ES1 7,12154.839747195354,16089.00438169501,312.89308805408655,0.0120130795263532,True,5000,0.0,0.0,10000,12154.839747195354
2040,102,ES1 4,ES1 7,12154.839747195354,16089.00438169501,312.89308805408655,0.0120130795263532,True,5000,0.0,0.0,15000,12154.839747195354
2050,102,ES1 4,ES1 7,12154.839747195354,16089.00438169501,312.89308805408655,0.0120130795263532,True,5000,0.0,0.0,20000,12154.839747195354
2025,103,ES1 4,PT1 0,3396.205223481055,12149.384538159147,236.27679848395297,0.0090715074215037,True,5000,0.0,0.0,5000,3396.205223481055
2030,103,ES1 4,PT1 0,3396.205223481055,12149.384538159147,236.27679848395297,0.0090715074215037,True,5000,0.0,0.0,10000,3396.205223481055
2040,103,ES1 4,PT1 0,3396.205223481055,12149.384538159147,236.27679848395297,0.0090715074215037,True,5000,0.0,0.0,15000,3396.205223481055
2050,103,ES1 4,PT1 0,3396.205223481055,12149.384538159147,236.27679848395297,0.0090715074215037,True,5000,0.0,0.0,20000,3396.205223481055
2025,104,ES1 5,ES1 6,8758.6345237143,16188.02980010318,314.8188982674788,0.0120870182361854,True,5000,0.0,0.0,5000,8758.6345237143
2030,104,ES1 5,ES1 6,8758.6345237143,16188.02980010318,314.8188982674788,0.0120870182361854,True,5000,0.0,0.0,10000,8758.6345237143
2040,104,ES1 5,ES1 6,8758.6345237143,16188.02980010318,314.8188982674788,0.0120870182361854,True,5000,0.0,0.0,15000,8758.6345237143
2050,104,ES1 5,ES1 6,8758.6345237143,16188.02980010318,314.8188982674788,0.0120870182361854,True,5000,0.0,0.0,20000,8758.6345237143
2025,105,ES1 5,ES1 7,25024.67006775514,12467.493384826255,242.46326328995676,0.0093090278287575,True,5000,0.0,0.0,5000,25024.67006775514
2030,105,ES1 5,ES1 7,25024.67006775514,12467.493384826255,242.46326328995676,0.0093090278287575,True,5000,0.0,0.0,10000,25024.67006775514
2040,105,ES1 5,ES1 7,25024.67006775514,12467.493384826255,242.46326328995676,0.0093090278287575,True,5000,0.0,0.0,15000,25024.67006775514
2050,105,ES1 5,ES1 7,25024.67006775514,12467.493384826255,242.46326328995676,0.0093090278287575,True,5000,0.0,0.0,20000,25024.67006775514
2025,106,ES1 7,PT1 0,3172.7706693046694,13131.50358109843,255.3766913605824,0.0098048203032255,True,5000,5000.0,5000.0,5000,8172.770669304669
2030,106,ES1 7,PT1 0,3172.7706693046694,13131.50358109843,255.3766913605824,0.0098048203032255,True,5000,4522.168478078573,9522.168478078573,10000,12694.939147383242
2040,106,ES1 7,PT1 0,3172.7706693046694,13131.50358109843,255.3766913605824,0.0098048203032255,True,5000,0.0,9522.168478078573,15000,12694.939147383242
2050,106,ES1 7,PT1 0,3172.7706693046694,13131.50358109843,255.3766913605824,0.0098048203032255,True,5000,0.0,9522.168478078573,20000,12694.939147383242
2025,107,ES1 7,PT1 1,1698.1026117405274,22061.02537302793,429.03477374024106,0.0164721722955464,True,5000,0.0,0.0,5000,1698.1026117405274
2030,107,ES1 7,PT1 1,1698.1026117405274,22061.02537302793,429.03477374024106,0.0164721722955464,True,5000,0.0,0.0,10000,1698.1026117405274
2040,107,ES1 7,PT1 1,1698.1026117405274,22061.02537302793,429.03477374024106,0.0164721722955464,True,5000,0.0,0.0,15000,1698.1026117405274
2050,107,ES1 7,PT1 1,1698.1026117405274,22061.02537302793,429.03477374024106,0.0164721722955464,True,5000,0.0,0.0,20000,1698.1026117405274
2025,219,PT1 0,PT1 1,11707.970638842582,14480.88201608487,281.61891091997666,0.0108123525324466,True,5000,0.0,0.0,5000,11707.970638842582
2030,219,PT1 0,PT1 1,11707.970638842582,14480.88201608487,281.61891091997666,0.0108123525324466,True,5000,0.0,0.0,10000,11707.970638842582
2040,219,PT1 0,PT1 1,11707.970638842582,14480.88201608487,281.61891091997666,0.0108123525324466,True,5000,0.0,0.0,15000,11707.970638842582
2050,219,PT1 0,PT1 1,11707.970638842582,14480.88201608487,281.61891091997666,0.0108123525324466,True,5000,0.0,0.0,20000,11707.970638842582
