year,line,bus0,bus1,p_max,capital_cost,length,loss_factor,extendable,extension_potential,new_capacity,cum_new_capacity,cum_extension_potential,total_capacity
2025,88,ES1 0,ES1 3,2189.658630928575,23102.962585711957,449.2979885607983,0.0172501492480345,True,5000,5000.0,5000.0,5000,7189.658630928575
2030,88,ES1 0,ES1 3,2189.658630928575,23102.962585711957,449.2979885607983,0.0172501492480345,True,5000,0.0,5000.0,10000,7189.658630928575
2040,88,ES1 0,ES1 3,2189.658630928575,23102.962585711957,449.2979885607983,0.0172501492480345,True,5000,0.0,5000.0,15000,7189.658630928575
2050,88,ES1 0,ES1 3,2189.658630928575,23102.962585711957,449.2979885607983,0.0172501492480345,True,5000,0.0,5000.0,20000,7189.658630928575
2025,89,ES1 0,ES1 6,6568.975892785725,11729.199350286328,228.10519023094668,0.0087577702903575,True,5000,0.0,0.0,5000,6568.975892785725
2030,89,ES1 0,ES1 6,6568.975892785725,11729.199350286328,228.10519023094668,0.0087577702903575,True,5000,0.0,0.0,10000,6568.975892785725
2040,89,ES1 0,ES1 6,6568.975892785725,11729.199350286328,228.10519023094668,0.0087577702903575,True,5000,0.0,0.0,15000,6568.975892785725
2050,89,ES1 0,ES1 6,6568.975892785725,11729.199350286328,228.10519023094668,0.0087577702903575,True,5000,0.0,0.0,20000,6568.975892785725
2025,90,ES1 1,ES1 2,8043.643950349867,16201.400425088344,315.0789253046757,0.0120970015998202,True,5000,0.0,0.0,5000,8043.643950349867
2030,90,ES1 1,ES1 2,8043.643950349867,16201.400425088344,315.0789253046757,0.0120970015998202,True,5000,0.0,0.0,10000,8043.643950349867
2040,90,ES1 1,ES1 2,8043.643950349867,16201.400425088344,315.0789253046757,0.0120970015998202,True,5000,0.0,0.0,15000,8043.643950349867
2050,90,ES1 1,ES1 2,8043.643950349867,16201.400425088344,315.0789253046757,0.0120970015998202,True,5000,0.0,0.0,20000,8043.643950349867
2025,91,ES1 1,ES1 4,7775.522485338205,22150.02802991657,430.765664943838,0.0165386273706955,True,5000,0.0,0.0,5000,7775.522485338205
2030,91,ES1 1,ES1 4,7775.522485338205,22150.02802991657,430.765664943838,0.0165386273706955,True,5000,0.0,0.0,10000,7775.522485338205
2040,91,ES1 1,ES1 4,7775.522485338205,22150.02802991657,430.765664943838,0.0165386273706955,True,5000,0.0,0.0,15000,7775.522485338205
2050,91,ES1 1,ES1 4,7775.522485338205,22150.02802991657,430.765664943838,0.0165386273706955,True,5000,0.0,0.0,20000,7775.522485338205
2025,92,ES1 1,ES1 5,1698.1026117405274,19884.672096365382,386.7098491348174,0.0148471677663828,True,5000,0.0,0.0,5000,1698.1026117405274
2030,92,ES1 1,ES1 5,1698.1026117405274,19884.672096365382,386.7098491348174,0.0148471677663828,True,5000,0.0,0.0,10000,1698.1026117405274
2040,92,ES1 1,ES1 5,1698.1026117405274,19884.672096365382,386.7098491348174,0.0148471677663828,True,5000,0.0,0.0,15000,1698.1026117405274
2050,92,ES1 1,ES1 5,1698.1026117405274,19884.672096365382,386.7098491348174,0.0148471677663828,True,5000,0.0,0.0,20000,1698.1026117405274
2025,93,ES1 1,ES1 7,8267.078504526251,18153.44647319924,353.0416047550028,0.0135545240082136,True,5000,0.0,0.0,5000,8267.078504526251
2030,93,ES1 1,ES1 7,8267.078504526251,18153.44647319924,353.0416047550028,0.0135545240082136,True,5000,0.0,0.0,10000,8267.078504526251
2040,93,ES1 1,ES1 7,8267.078504526251,18153.44647319924,353.0416047550028,0.0135545240082136,True,5000,0.0,0.0,15000,8267.078504526251
2050,93,ES1 1,ES1 7,8267.078504526251,18153.44647319924,353.0416047550028,0.0135545240082136,True,5000,0.0,0.0,20000,8267.078504526251
2025,95,ES1 2,ES1 5,5094.307835221583,19007.621980539243,369.6532984242429,0.0141923060645609,True,5000,0.0,0.0,5000,5094.307835221583
2030,95,ES1 2,ES1 5,5094.307835221583,19007.621980539243,369.6532984242429,0.0141923060645609,True,5000,0.0,0.0,10000,5094.307835221583
2040,95,ES1 2,ES1 5,5094.307835221583,19007.621980539243,369.6532984242429,0.0141923060645609,True,5000,0.0,0.0,15000,5094.307835221583
2050,95,ES1 2,ES1 5,5094.307835221583,19007.621980539243,369.6532984242429,0.0141923060645609,True,5000,0.0,0.0,20000,5094.307835221583
2025,96,ES1 2,ES1 6,10188.615670443163,16166.893123093196,314.40783988350694,0.0120712362414877,True,5000,0.0,0.0,5000,10188.615670443163
2030,96,ES1 2,ES1 6,10188.615670443163,16166.893123093196,314.40783988350694,0.0120712362414877,True,5000,0.0,0.0,10000,10188.615670443163
2040,96,ES1 2,ES1 6,10188.615670443163,16166.893123093196,314.40783988350694,0.0120712362414877,True,5000,0.0,0.0,15000,10188.615670443163
2050,96,ES1 2,ES1 6,10188.615670443163,16166.893123093196,314.40783988350694,0.0120712362414877,True,5000,0.0,0.0,20000,10188.615670443163
2025,97,ES1 2,ES1 8,15551.044970676408,12665.400427653944,246.3120872637049,0.0094567978826347,True,5000,0.0,0.0,5000,15551.044970676408
