Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22528123221.746403,,608.0168352127075,132.5452492237091,608.6952357292175,741.2404849529266,1895688,1440348,3869565,0,0,0,2
EV,22222779621.983334,,205.3653090000153,68.52909398078918,205.62726163864136,274.15635561943054,632328,823312,2150346,0,0,0,2
EEV,24261756521.103523,,3.4391210079193115,131.53674054145813,4.038549184799194,135.57528972625732,1895688,1440348,3869565,0,0,0,2
EVPI,22293466738.105877,,194.10472901662192,80.92995210488637,194.49417980511984,275.4241319100062,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1008403597.3700172,,20.452800096655192,4.843632118852713,20.432793767206185,19.281095777906888,326198.1493509735,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
